,weight,BNPL1,BNPL3,BNPL4_a,BNPL4_b,BNPL4_c,BNPL4_d,BNPL4_e,BNPL4_f,EF3_a,EF3_b,EF3_c,EF3_d,EF3_e,EF3_f,EF3_g,EF3_h,I20,ppfs0596,ppeducat,ppage,ppagecat,ppethm,ppgender,ppinc7,ppemploy,ppmarit5,pphhsize,ppkid017,ppfs1482,SL6,B3,A6,C4A,EF1,L0C,I41_c,I41_e,A1_a,A1_b,A1_c,X12_a,X12_b,X12_c,X12_d,X12_e,X12_f,X12_g,EF5C,year
11310,0.7282,No,,,,,,,,No,No,No,Yes,No,No,No,No,The same as your income,,Some college or Associate's degree,62,55-64,"White, Non-Hispanic",Male,"$50,000 to $74,999",Not working,Now married,2,0,,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,No,,No,No,No,Not a concern,Major concern,Minor concern,Minor concern,Not a concern,Minor concern,Not a concern,Yes,2024
11311,0.9303,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,,Bachelor's degree or higher,38,35-44,"White, Non-Hispanic",Female,"$50,000 to $74,999",Not working,Now married,6,4,,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,4,No,No,,,,Minor concern,Major concern,Major concern,Major concern,Minor concern,Minor concern,Major concern,Yes,2024
11312,0.9982,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,,Bachelor's degree or higher,61,55-64,"White, Non-Hispanic",Female,"$150,000 or more",Working full-time,Now married,3,0,,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,No,,Yes,No,No,Not a concern,Minor concern,Minor concern,Minor concern,Not a concern,Minor concern,Major concern,Yes,2024
11313,0.7663,No,,,,,,,,No,Yes,No,No,No,No,No,No,The same as your income,,Some college or Associate's degree,63,55-64,"White, Non-Hispanic",Female,"$50,000 to $74,999",Working full-time,Divorced,1,0,,,Somewhat better off,Somewhat confident,Most or all of the time,Yes,,No,,No,No,No,Not a concern,Major concern,Not a concern,Minor concern,Minor concern,Not a concern,Not a concern,Yes,2024
11314,2.0303,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Less than your income,,No high school diploma or GED,24,18-24,"White, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Never married,2,0,Good,,Somewhat worse off,Very confident,Most or all of the time,No,,No,,,,,Not a concern,Major concern,Not a concern,Major concern,Minor concern,Major concern,Not a concern,Yes,2024
11315,1.1629,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,,Bachelor's degree or higher,60,55-64,"Other, Non-Hispanic",Female,"$100,000 to $149,999",Working part-time,Now married,2,0,,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,No,,,,,Major concern,Major concern,Minor concern,Major concern,Minor concern,Minor concern,Major concern,Yes,2024
11316,1.1273,No,,,,,,,,No,No,No,No,Yes,No,No,Yes,The same as your income,,Some college or Associate's degree,25,25-34,"Black, Non-Hispanic",Male,"$25,000 to $49,999",Not working,Never married,2,0,,Yes,Somewhat worse off,Not confident,,No,,No,,,,,,,,,,,,No,2024
11317,0.9064,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,More than your income,,Some college or Associate's degree,46,45-54,"White, Non-Hispanic",Female,"$50,000 to $74,999",Working full-time,Divorced,1,0,,,Somewhat worse off,Not confident,Most or all of the time,No,,No,,Yes,Yes,Yes,Not a concern,Major concern,Major concern,Minor concern,Major concern,Not a concern,Not a concern,Yes,2024
11318,0.3852,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,,Some college or Associate's degree,64,55-64,"2+ Races, Non-Hispanic",Female,"$100,000 to $149,999",Working full-time,Now married,1,0,,,Much worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,No,,,,,Not a concern,Major concern,Major concern,Minor concern,Minor concern,Minor concern,Not a concern,Yes,2024
11319,0.9702,No,,,,,,,,No,No,Yes,No,Yes,No,No,Yes,The same as your income,,No high school diploma or GED,47,45-54,"White, Non-Hispanic",Female,"$10,000 to $24,999",Not working,Never married,4,1,,,Somewhat worse off,Not confident,,No,1,No,Yes,Yes,No,Yes,Not a concern,Major concern,Major concern,Minor concern,Major concern,Major concern,Not a concern,Yes,2024
11320,2.523,No,,,,,,,,No,Yes,No,No,No,No,No,No,Less than your income,,Some college or Associate's degree,39,35-44,"Other, Non-Hispanic",Female,"$100,000 to $149,999",Working full-time,Now married,3,1,Excellent,,About the same,Very confident,Once,Yes,1,No,No,,,,,,,,,,,Yes,2024
11321,0.9328,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,,Bachelor's degree or higher,34,25-34,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,4,2,,,About the same,Very confident,Some of the time,Yes,2,No,No,,,,,,,,,,,Yes,2024
11322,1.4034,No,,,,,,,,No,Yes,No,No,No,No,No,No,The same as your income,,High school graduate (high school diploma or the equivalent GED),45,45-54,"Black, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Divorced,1,0,,,About the same,Very confident,Once,No,,No,,,,,Minor concern,Major concern,Major concern,Minor concern,Minor concern,Major concern,Major concern,No,2024
11323,0.7163,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,,Bachelor's degree or higher,51,45-54,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,5,1,,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,1,No,No,,,,Not a concern,Minor concern,Minor concern,Not a concern,Not a concern,Minor concern,Major concern,Yes,2024
11324,1.3681,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,The same as your income,,High school graduate (high school diploma or the equivalent GED),29,25-34,"White, Non-Hispanic",Male,"$25,000 to $49,999",Working full-time,Now married,3,1,Very poor,,Somewhat worse off,Not confident,Most or all of the time,No,1,Yes,No,Yes,No,Yes,Not a concern,Major concern,Not a concern,Not a concern,Major concern,Minor concern,Minor concern,No,2024
11325,1.0822,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,,High school graduate (high school diploma or the equivalent GED),59,55-64,"White, Non-Hispanic",Female,"$100,000 to $149,999",Working full-time,Now married,1,0,,,About the same,Very confident,Some of the time,Yes,,No,,,,,,,,,,,,Yes,2024
11326,1.4842,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,,Bachelor's degree or higher,27,25-34,"White, Non-Hispanic",Female,"$150,000 or more",Working full-time,Never married,2,0,,,Somewhat better off,Very confident,Some of the time,Yes,,No,,No,No,No,Not a concern,Major concern,Minor concern,Minor concern,Not a concern,Not a concern,Not a concern,Yes,2024
11327,0.9484,No,,,,,,,,No,No,No,No,No,No,No,Yes,More than your income,,Bachelor's degree or higher,42,35-44,"Black, Non-Hispanic",Female,"$25,000 to $49,999",Working full-time,Never married,1,0,,,Much worse off,Not confident,,No,,No,,,,,,,,,,,,No,2024
11328,1.1202,No,,,,,,,,No,No,No,No,Yes,No,No,No,Less than your income,,High school graduate (high school diploma or the equivalent GED),60,55-64,"Black, Non-Hispanic",Female,"$50,000 to $74,999",Not working,Never married,2,0,,,Somewhat better off,Don’t know,,No,,No,,,,,,,,,,,,Yes,2024
11329,1.1077,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,,Bachelor's degree or higher,55,55-64,"White, Non-Hispanic",Female,"$150,000 or more",Working full-time,Now married,4,0,,,About the same,Very confident,Most or all of the time,No,,No,,No,No,No,Not a concern,Minor concern,Major concern,Minor concern,Minor concern,Minor concern,Major concern,Yes,2024
11330,1.2477,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,,High school graduate (high school diploma or the equivalent GED),52,45-54,Hispanic,Female,"$10,000 to $24,999",Working part-time,Divorced,2,1,,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,1,No,Yes,Yes,Yes,Yes,Major concern,Major concern,Minor concern,Minor concern,Minor concern,Not a concern,Not a concern,Yes,2024
11331,0.7659,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,,Bachelor's degree or higher,53,45-54,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Separated,1,0,,,Much worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,No,,,,,,,,,,,,Yes,2024
11332,1.1066,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,,Some college or Associate's degree,72,65-74,Hispanic,Male,"$150,000 or more",Not working,Now married,2,0,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,No,,No,No,No,Not a concern,Major concern,Minor concern,Minor concern,Minor concern,Minor concern,Not a concern,Yes,2024
11333,1.2763,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,More than your income,,High school graduate (high school diploma or the equivalent GED),24,18-24,"White, Non-Hispanic",Male,"$25,000 to $49,999",Working part-time,Never married,3,0,Good,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),No,,No,,No,No,No,Minor concern,Major concern,Minor concern,Minor concern,Major concern,Minor concern,Not a concern,Yes,2024
11334,0.8945,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,,Bachelor's degree or higher,50,45-54,"White, Non-Hispanic",Female,"$100,000 to $149,999",Working part-time,Now married,2,0,,,Somewhat worse off,Very confident,Some of the time,Yes,1,No,No,,,,Not a concern,Major concern,Major concern,Minor concern,Major concern,Minor concern,Minor concern,Yes,2024
11335,0.7552,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,The same as your income,,High school graduate (high school diploma or the equivalent GED),25,25-34,"White, Non-Hispanic",Female,"Less than $10,000",Not working,Never married,2,0,,,About the same,Somewhat confident,,No,,No,,No,No,No,Minor concern,Major concern,Not a concern,Major concern,Minor concern,Major concern,Major concern,Yes,2024
11336,1.0696,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,,Some college or Associate's degree,55,55-64,"White, Non-Hispanic",Male,"$150,000 or more",Not working,Now married,2,0,,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,No,,,,,Not a concern,Major concern,Not a concern,Minor concern,Minor concern,Major concern,Not a concern,Yes,2024
11337,1.0357,No,,,,,,,,Yes,No,No,No,No,No,No,No,More than your income,,Some college or Associate's degree,65,65-74,"White, Non-Hispanic",Male,"$150,000 or more",Not working,Now married,2,0,,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,No,,No,No,No,,,,,,,,No,2024
11338,1.4729,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,,High school graduate (high school diploma or the equivalent GED),19,18-24,"Black, Non-Hispanic",Male,"$10,000 to $24,999",Working full-time,Never married,5,2,Very poor,,Somewhat better off,Somewhat confident,Never carried an unpaid balance (always pay in full),No,2,No,No,,,,,,,,,,,No,2024
11339,1.2956,No,,,,,,,,No,No,Yes,No,No,No,Yes,No,Less than your income,,High school graduate (high school diploma or the equivalent GED),32,25-34,"White, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Never married,4,0,,,Somewhat worse off,Somewhat confident,Never carried an unpaid balance (always pay in full),No,,No,,,,,,,,,,,,Yes,2024
11340,1.3763,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,The same as your income,,No high school diploma or GED,46,45-54,"White, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Now married,5,2,,,About the same,Somewhat confident,,No,2,No,No,Yes,Yes,Yes,,,,,,,,Yes,2024
11341,0.7338,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,More than your income,,Some college or Associate's degree,25,25-34,"White, Non-Hispanic",Female,"$10,000 to $24,999",Not working,Never married,4,0,,No,Much better off,Very confident,,Yes,,No,,,,,Not a concern,Minor concern,Not a concern,Not a concern,Minor concern,Not a concern,Minor concern,Yes,2024
11342,1.2184,No,,,,,,,,No,Yes,No,No,No,No,No,No,Less than your income,,High school graduate (high school diploma or the equivalent GED),45,45-54,"White, Non-Hispanic",Female,"$100,000 to $149,999",Working full-time,Now married,6,1,,,About the same,Somewhat confident,Most or all of the time,No,1,No,No,No,Yes,No,,,,,,,,No,2024
11343,1.1622,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,,Some college or Associate's degree,68,65-74,Hispanic,Male,"$150,000 or more",Not working,Now married,7,0,,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,No,,,,,Not a concern,Not a concern,Not a concern,Not a concern,Not a concern,Not a concern,Minor concern,Yes,2024
11344,1.3212,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,,High school graduate (high school diploma or the equivalent GED),18,18-24,"White, Non-Hispanic",Female,"$100,000 to $149,999",Not working,Never married,3,0,Good,No,Somewhat worse off,Somewhat confident,,No,,No,,No,No,No,Minor concern,Major concern,Minor concern,Minor concern,Minor concern,Minor concern,Major concern,Yes,2024
11345,0.6121,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,,Bachelor's degree or higher,72,65-74,"Black, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Divorced,1,0,,,About the same,Very confident,Some of the time,Yes,,No,,,,,Not a concern,Major concern,Not a concern,Minor concern,Not a concern,Not a concern,Not a concern,Yes,2024
11346,2.3375,No,,,,,,,,No,No,No,No,Yes,No,No,No,The same as your income,,No high school diploma or GED,27,25-34,Hispanic,Female,"$50,000 to $74,999",Not working,Never married,4,1,Very poor,,Somewhat better off,Not confident,,Yes,1,No,No,,,,,,,,,,,Yes,2024
11347,1.2669,No,,,,,,,,No,No,No,No,No,No,No,Yes,More than your income,,No high school diploma or GED,23,18-24,"White, Non-Hispanic",Male,"Less than $10,000",Not working,Never married,1,0,,,Much worse off,Somewhat confident,,No,,No,,,,,,,,,,,,No,2024
11348,1.1676,No,,,,,,,,No,Yes,No,No,No,No,No,No,More than your income,,No high school diploma or GED,72,65-74,"Black, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Divorced,1,0,,,About the same,Very confident,Some of the time,Yes,,No,,,,,,,,,,,,Yes,2024
11349,0.8229,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Less than your income,,High school graduate (high school diploma or the equivalent GED),46,45-54,"White, Non-Hispanic",Female,"$25,000 to $49,999",Working full-time,Never married,1,0,,,Somewhat worse off,Somewhat confident,Most or all of the time,No,,No,,No,Yes,Yes,Not a concern,Major concern,Not a concern,Minor concern,Major concern,Major concern,Not a concern,No,2024
11350,0.8945,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,The same as your income,,Bachelor's degree or higher,59,55-64,"White, Non-Hispanic",Female,"$100,000 to $149,999",Working full-time,Widowed,2,0,,,About the same,Not confident,Most or all of the time,No,,No,,Yes,Yes,Yes,Not a concern,Major concern,Minor concern,Major concern,Minor concern,Major concern,Minor concern,Yes,2024
11351,0.8138,No,,,,,,,,No,Yes,No,No,No,No,No,No,More than your income,,High school graduate (high school diploma or the equivalent GED),50,45-54,"White, Non-Hispanic",Male,"$10,000 to $24,999",Not working,Divorced,2,0,,,Much worse off,Not confident,Most or all of the time,No,,No,,Yes,No,No,,,,,,,,Yes,2024
11352,0.6161,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,,Bachelor's degree or higher,73,65-74,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Divorced,2,0,,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,No,,,,,Not a concern,Not a concern,Not a concern,Not a concern,Not a concern,Not a concern,Not a concern,Yes,2024
11353,0.9613,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,Less than your income,,Bachelor's degree or higher,63,55-64,"White, Non-Hispanic",Female,"$150,000 or more",Not working,Now married,2,0,,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,No,,,,,Not a concern,Major concern,Not a concern,Minor concern,Minor concern,Minor concern,Not a concern,Yes,2024
11354,0.1788,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,,Bachelor's degree or higher,49,45-54,"2+ Races, Non-Hispanic",Male,"$75,000 to $99,999",Not working,Now married,3,0,,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,No,,,,,Major concern,Major concern,Minor concern,Minor concern,Major concern,Major concern,Minor concern,Yes,2024
11355,1.7806,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,The same as your income,,High school graduate (high school diploma or the equivalent GED),28,25-34,Hispanic,Female,"$25,000 to $49,999",Working part-time,Separated,2,0,,Yes,About the same,Don’t know,Most or all of the time,No,1,No,Yes,,,,Major concern,Major concern,Major concern,Minor concern,Major concern,Minor concern,Major concern,Yes,2024
11356,0.6344,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,,Bachelor's degree or higher,57,55-64,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working part-time,Now married,2,0,,,Somewhat worse off,Very confident,Once,Yes,,No,,,,,,,,,,,,Yes,2024
11357,1.6635,No,,,,,,,,No,Yes,No,No,No,No,No,No,The same as your income,,No high school diploma or GED,39,35-44,Hispanic,Female,"$10,000 to $24,999",Not working,Never married,1,0,,,Much worse off,Somewhat confident,,No,,No,,No,No,No,Not a concern,Minor concern,Major concern,Not a concern,Major concern,Minor concern,Not a concern,Yes,2024
11358,0.8758,No,,,,,,,,No,No,Yes,No,Yes,No,Yes,No,More than your income,,Some college or Associate's degree,43,35-44,"White, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Now married,4,2,,,About the same,Somewhat confident,Most or all of the time,No,2,No,No,,,,Not a concern,Major concern,Major concern,Minor concern,Major concern,Minor concern,Minor concern,Yes,2024
11359,0.9737,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,,Some college or Associate's degree,22,18-24,"White, Non-Hispanic",Female,"$100,000 to $149,999",Working full-time,Never married,3,0,,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,No,,Yes,No,No,Not a concern,Major concern,Not a concern,Not a concern,Minor concern,Minor concern,Minor concern,Yes,2024
11360,0.9827,No,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,The same as your income,,Some college or Associate's degree,38,35-44,Hispanic,Male,"$75,000 to $99,999",Working full-time,Now married,3,1,,,About the same,Very confident,Some of the time,Yes,1,No,No,,,,Minor concern,Minor concern,Minor concern,Major concern,Minor concern,Major concern,Not a concern,Yes,2024
11361,1.1937,No,,,,,,,,No,No,No,No,Yes,No,No,No,The same as your income,,High school graduate (high school diploma or the equivalent GED),29,25-34,"White, Non-Hispanic",Male,"$10,000 to $24,999",Working full-time,Now married,6,4,,,Somewhat worse off,Not confident,Most or all of the time,No,4,No,No,Yes,No,No,Not a concern,Major concern,Major concern,Minor concern,Minor concern,Major concern,Not a concern,Yes,2024
11362,0.4649,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,,High school graduate (high school diploma or the equivalent GED),18,18-24,"2+ Races, Non-Hispanic",Female,"$10,000 to $24,999",Working full-time,Never married,10,6,Excellent,No,Somewhat better off,Very confident,,Yes,,No,,,,,Minor concern,Major concern,Major concern,Minor concern,Major concern,Minor concern,Minor concern,Yes,2024
11363,0.6804,No,,,,,,,,No,No,No,No,No,No,No,Yes,More than your income,,Bachelor's degree or higher,64,55-64,Hispanic,Male,"$150,000 or more",Working full-time,Divorced,2,0,,Yes,Much worse off,Very confident,Some of the time,No,,No,,No,Yes,No,Minor concern,Major concern,Major concern,Major concern,Major concern,Major concern,Minor concern,No,2024
11364,0.9492,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,,Some college or Associate's degree,56,55-64,"White, Non-Hispanic",Female,"$100,000 to $149,999",Working full-time,Now married,3,0,,,About the same,Very confident,Once,Yes,,No,,,,,,,,,,,,Yes,2024
11365,1.163,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,,High school graduate (high school diploma or the equivalent GED),81,75+,"White, Non-Hispanic",Female,"$150,000 or more",Not working,Now married,2,0,,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,No,,,,,,,,,,,,Yes,2024
11366,0.4278,No,,,,,,,,No,No,No,No,No,No,Yes,No,The same as your income,,Bachelor's degree or higher,82,75+,Hispanic,Male,"$75,000 to $99,999",Not working,Now married,3,0,,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),No,,No,,,,,,,,,,,,Yes,2024
11367,1.386,No,,,,,,,,No,No,No,No,No,No,No,Yes,Less than your income,,High school graduate (high school diploma or the equivalent GED),43,35-44,"Black, Non-Hispanic",Male,"$25,000 to $49,999",Working full-time,Now married,4,2,,,Somewhat better off,Not confident,,No,,No,,,,,,,,,,,,No,2024
11368,1.6353,No,,,,,,,,No,No,No,No,No,No,No,Yes,More than your income,,High school graduate (high school diploma or the equivalent GED),18,18-24,"Black, Non-Hispanic",Male,"$25,000 to $49,999",Working full-time,Never married,7,2,,,Much worse off,Not confident,,No,,No,,,,,Major concern,Major concern,Major concern,Major concern,Major concern,Minor concern,Major concern,No,2024
