,weight,BNPL1,BNPL3,BNPL4_a,BNPL4_b,BNPL4_c,BNPL4_d,BNPL4_e,BNPL4_f,EF3_a,EF3_b,EF3_c,EF3_d,EF3_e,EF3_f,EF3_g,EF3_h,I20,ppfs0596,ppeducat,ppage,ppagecat,ppethm,ppgender,ppinc7,ppemploy,ppmarit5,pphhsize,ppkid017,ppfs1482,SL6,B3,A6,C4A,EF1,L0C,I41_c,I41_e,A1_a,A1_b,A1_c,X12_a,X12_b,X12_c,X12_d,X12_e,X12_f,X12_g,EF5C,year
2041,0.9937,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Bachelor's degree or higher,59,55-64,"Black, Non-Hispanic",Female,"$75,000 to $99,999",Not working,Now married,4,2,Good,,About the same,Very confident,Most or all of the time,Yes,,,,,,,,,,,,,,,2022
2042,0.9869,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"$500,000 - $999,999",Bachelor's degree or higher,83,75+,"White, Non-Hispanic",Female,"$150,000 or more",Not working,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2043,0.6657,No,,,,,,,,No,No,No,No,No,No,No,Yes,More than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),68,65-74,"White, Non-Hispanic",Female,"$10,000 to $24,999",Not working,Now married,2,0,Good,,Somewhat better off,Very confident,,Yes,,,,,,,,,,,,,,,2022
2044,0.6403,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,Less than your income,"$1,000,000 or more",Bachelor's degree or higher,76,75+,"White, Non-Hispanic",Male,"$150,000 or more",Not working,Now married,2,0,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2022
2045,0.7401,No,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,Less than your income,"Under $50,000",Some college or Associate's degree,77,75+,"White, Non-Hispanic",Female,"$50,000 to $74,999",Not working,Now married,2,0,Excellent,,Somewhat worse off,Somewhat confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
2046,0.7401,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,"$500,000 - $999,999",High school graduate (high school diploma or the equivalent GED),71,65-74,"White, Non-Hispanic",Male,"$10,000 to $24,999",Not working,Now married,2,0,Good,,Much worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2047,2.0139,No,,,,,,,,Yes,No,No,No,No,No,No,No,More than your income,"$250,000 - $499,999",Bachelor's degree or higher,41,35-44,"Other, Non-Hispanic",Female,"$150,000 or more",Working full-time,Now married,4,2,Good,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,2,No,No,,,,,,,,,,,,2022
2048,0.7927,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,More than your income,"$100,000 - $249,999",Bachelor's degree or higher,54,45-54,"White, Non-Hispanic",Female,"$50,000 to $74,999",Working full-time,Never married,1,0,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2049,0.9054,No,,,,,,,,No,Yes,Yes,No,No,No,No,No,The same as your income,"Under $50,000",Some college or Associate's degree,34,25-34,"White, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Now married,4,2,Excellent,No,Much worse off,Not confident,Most or all of the time,No,2,No,No,No,No,Yes,,,,,,,,,2022
2050,0.7381,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,,Bachelor's degree or higher,69,65-74,"Black, Non-Hispanic",Male,"$150,000 or more",Working part-time,Now married,2,0,,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2022
2051,1.0913,No,,,,,,,,No,No,No,No,No,No,No,Yes,The same as your income,Not sure,High school graduate (high school diploma or the equivalent GED),42,35-44,"White, Non-Hispanic",Male,"$10,000 to $24,999",Not working,Never married,2,0,Don’t know,,Much worse off,Not confident,,No,,,,,,,,,,,,,,,2022
2052,0.4755,No,,,,,,,,No,Yes,No,No,No,No,Yes,No,The same as your income,"$100,000 - $249,999",Bachelor's degree or higher,53,45-54,"White, Non-Hispanic",Male,"$50,000 to $74,999",Working full-time,Now married,3,1,Excellent,,About the same,Very confident,Most or all of the time,No,1,No,No,No,No,No,,,,,,,,,2022
2053,0.9113,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,,No high school diploma or GED,72,65-74,"Black, Non-Hispanic",Female,"Less than $10,000",Not working,Separated,1,0,Fair,,Somewhat better off,Somewhat confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
2054,0.4642,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$1,000,000 or more",Bachelor's degree or higher,71,65-74,"White, Non-Hispanic",Male,"$100,000 to $149,999",Not working,Now married,2,0,Excellent,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2055,0.5765,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,More than your income,"Under $50,000",Some college or Associate's degree,36,35-44,"White, Non-Hispanic",Female,"Less than $10,000",Working part-time,Now married,4,3,Good,No,Much worse off,Not confident,Most or all of the time,No,4,No,No,Yes,Yes,Yes,,,,,,,,,2022
2056,0.5885,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,The same as your income,"$250,000 - $499,999",Bachelor's degree or higher,68,65-74,"White, Non-Hispanic",Female,"$50,000 to $74,999",Working part-time,Divorced,3,1,Excellent,,Somewhat worse off,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
2057,1.9282,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,The same as your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),58,55-64,Hispanic,Male,"$75,000 to $99,999",Working part-time,Now married,2,0,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2058,0.7335,No,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,The same as your income,"Under $50,000",Bachelor's degree or higher,63,55-64,"Black, Non-Hispanic",Female,"$75,000 to $99,999",Working full-time,Never married,2,0,Excellent,No,About the same,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
2059,0.8335,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$50,000 - $99,999",Bachelor's degree or higher,58,55-64,"Other, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Divorced,3,1,Poor,,Somewhat worse off,Very confident,Some of the time,Yes,1,No,No,,,,,,,,,,,,2022
2060,0.8513,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$100,000 - $249,999",High school graduate (high school diploma or the equivalent GED),78,75+,"White, Non-Hispanic",Female,"$75,000 to $99,999",Not working,Now married,2,0,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2061,0.9004,No,,,,,,,,No,Yes,No,No,No,No,No,No,The same as your income,"Under $50,000",Some college or Associate's degree,56,55-64,"White, Non-Hispanic",Female,"$75,000 to $99,999",Working full-time,Divorced,1,0,Good,,Somewhat worse off,Somewhat confident,Most or all of the time,No,,,,,,,,,,,,,,,2022
2062,0.9292,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Less than your income,"Under $50,000",Bachelor's degree or higher,33,25-34,Hispanic,Female,"$50,000 to $74,999",Working full-time,Never married,3,0,Good,Yes,About the same,Very confident,Most or all of the time,Yes,,,,,,,,,,,,,,,2022
2063,1.4569,No,,,,,,,,No,Yes,No,No,No,No,No,No,More than your income,"$250,000 - $499,999",Bachelor's degree or higher,44,35-44,Hispanic,Female,"$150,000 or more",Working part-time,Now married,3,2,Excellent,,About the same,Somewhat confident,Some of the time,Yes,2,No,No,,,,,,,,,,,,2022
2064,0.6913,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Bachelor's degree or higher,34,25-34,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Never married,1,0,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2065,1.3481,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,More than your income,"Under $50,000",No high school diploma or GED,32,25-34,"White, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Now married,8,6,Fair,,Much worse off,Not confident,Most or all of the time,No,5 or more,Yes,No,Yes,No,Yes,,,,,,,,,2022
2066,0.9051,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Bachelor's degree or higher,42,35-44,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2067,1.094,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$1,000,000 or more",Bachelor's degree or higher,37,35-44,"White, Non-Hispanic",Female,"$100,000 to $149,999",Working part-time,Now married,4,2,Don’t know,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,2,No,No,No,No,No,,,,,,,,,2022
2068,0.734,No,,,,,,,,No,Yes,No,No,Yes,No,Yes,No,More than your income,"Under $50,000",Some college or Associate's degree,71,65-74,"Black, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Now married,2,0,Fair,Yes,Somewhat worse off,Somewhat confident,Never carried an unpaid balance (always pay in full),No,,,,Yes,Yes,No,,,,,,,,,2022
2069,0.8097,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,"$500,000 - $999,999",High school graduate (high school diploma or the equivalent GED),80,75+,"White, Non-Hispanic",Male,"$25,000 to $49,999",Not working,Now married,2,0,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2070,0.984,No,,,,,,,,No,No,No,No,No,No,No,Yes,More than your income,"Under $50,000",Bachelor's degree or higher,49,45-54,"White, Non-Hispanic",Female,"$100,000 to $149,999",Working full-time,Now married,5,1,Excellent,,Much worse off,Very confident,Some of the time,No,,,,,,,,,,,,,,,2022
2071,0.9168,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,"Under $50,000",Some college or Associate's degree,77,75+,"Black, Non-Hispanic",Female,"$75,000 to $99,999",Working part-time,Divorced,1,0,Good,,About the same,Very confident,Some of the time,Yes,,,,No,No,No,,,,,,,,,2022
2072,0.8513,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,Less than your income,"$250,000 - $499,999",High school graduate (high school diploma or the equivalent GED),70,65-74,"White, Non-Hispanic",Female,"$75,000 to $99,999",Not working,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2073,0.9008,No,,,,,,,,No,Yes,No,No,Yes,No,No,No,More than your income,"Under $50,000",Bachelor's degree or higher,37,35-44,"White, Non-Hispanic",Female,"$75,000 to $99,999",Not working,Now married,6,4,Excellent,No,About the same,Very confident,Most or all of the time,No,4,No,No,No,No,No,,,,,,,,,2022
2074,0.7833,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$250,000 - $499,999",Bachelor's degree or higher,46,45-54,"Other, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,4,2,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,1,No,No,,,,,,,,,,,,2022
2075,0.7076,No,,,,,,,,No,No,Yes,No,No,No,No,No,More than your income,"$100,000 - $249,999",Bachelor's degree or higher,51,45-54,"White, Non-Hispanic",Female,"$25,000 to $49,999",Working part-time,Never married,1,0,Excellent,,Somewhat worse off,Very confident,Most or all of the time,Yes,,,,,,,,,,,,,,,2022
2076,0.8188,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$50,000 - $99,999",High school graduate (high school diploma or the equivalent GED),74,65-74,"White, Non-Hispanic",Female,"$75,000 to $99,999",Not working,Widowed,1,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2077,1.6892,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),82,75+,Hispanic,Male,"$50,000 to $74,999",Not working,Now married,3,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2078,1.0643,No,,,,,,,,No,No,No,Yes,No,No,No,No,The same as your income,"$100,000 - $249,999",Bachelor's degree or higher,50,45-54,"Other, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,5,2,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,2,No,No,No,No,No,,,,,,,,,2022
2079,0.6357,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Bachelor's degree or higher,68,65-74,"White, Non-Hispanic",Female,"$50,000 to $74,999",Not working,Now married,1,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2080,2.2091,No,,,,,,,,No,No,No,No,No,No,No,Yes,The same as your income,"Under $50,000",No high school diploma or GED,75,75+,Hispanic,Male,"$50,000 to $74,999",Not working,Now married,3,0,Good,,About the same,Somewhat confident,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,,,,,,2022
2081,0.8218,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,"Under $50,000",Some college or Associate's degree,67,65-74,Hispanic,Female,"$50,000 to $74,999",Working part-time,Now married,2,0,Excellent,,About the same,Very confident,Some of the time,No,,,,,,,,,,,,,,,2022
2082,0.4713,No,,,,,,,,No,Yes,No,No,No,No,No,No,The same as your income,"$250,000 - $499,999",Bachelor's degree or higher,64,55-64,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,1,0,Good,No,About the same,Don’t know,Some of the time,Yes,,,,,,,,,,,,,,,2022
2083,0.8421,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),63,55-64,"White, Non-Hispanic",Female,"$75,000 to $99,999",Working full-time,Now married,2,0,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2084,1.0126,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$100,000 - $249,999",High school graduate (high school diploma or the equivalent GED),67,65-74,"White, Non-Hispanic",Female,"$100,000 to $149,999",Not working,Now married,3,0,Excellent,,About the same,Very confident,Once,Yes,,,,,,,,,,,,,,,2022
2085,0.9536,No,,,,,,,,No,No,No,Yes,No,No,No,No,Less than your income,"$250,000 - $499,999",Bachelor's degree or higher,42,35-44,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,5,3,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,3,No,No,,,,,,,,,,,,2022
2086,0.8505,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$250,000 - $499,999",High school graduate (high school diploma or the equivalent GED),82,75+,"White, Non-Hispanic",Female,"$50,000 to $74,999",Not working,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2087,1.3963,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$50,000 - $99,999",No high school diploma or GED,55,55-64,"White, Non-Hispanic",Male,"$50,000 to $74,999",Not working,Now married,2,0,Good,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2088,0.7076,No,,,,,,,,No,Yes,No,No,No,No,No,No,More than your income,"$50,000 - $99,999",Bachelor's degree or higher,54,45-54,"White, Non-Hispanic",Female,"$25,000 to $49,999",Working full-time,Now married,2,0,Excellent,,Somewhat worse off,Very confident,Some of the time,No,,,,No,No,No,,,,,,,,,2022
2089,1.0359,No,,,,,,,,No,Yes,No,No,No,No,No,No,The same as your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),70,65-74,"Black, Non-Hispanic",Male,"$10,000 to $24,999",Not working,Never married,1,0,Fair,,Somewhat worse off,Don’t know,Most or all of the time,No,,,,Yes,Yes,Yes,,,,,,,,,2022
2090,0.984,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,"Under $50,000",Bachelor's degree or higher,55,55-64,"White, Non-Hispanic",Female,"$100,000 to $149,999",Working full-time,Now married,4,1,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),No,1,Yes,No,,,,,,,,,,,,2022
2091,0.8704,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$250,000 - $499,999",High school graduate (high school diploma or the equivalent GED),77,75+,"White, Non-Hispanic",Male,"$50,000 to $74,999",Not working,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2092,0.523,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"$100,000 - $249,999",Bachelor's degree or higher,69,65-74,Hispanic,Male,"$100,000 to $149,999",Not working,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2093,1.5323,No,,,,,,,,Yes,No,No,No,No,No,Yes,No,The same as your income,"$100,000 - $249,999",High school graduate (high school diploma or the equivalent GED),60,55-64,"Black, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,2,0,Good,,About the same,Very confident,Most or all of the time,Yes,,,,No,No,No,,,,,,,,,2022
2094,1.3529,No,,,,,,,,No,No,No,No,Yes,No,No,No,More than your income,,High school graduate (high school diploma or the equivalent GED),50,45-54,"Black, Non-Hispanic",Female,"$25,000 to $49,999",Working full-time,Never married,1,0,Fair,,Somewhat better off,Very confident,,No,,,,,,,,,,,,,,,2022
2095,0.4966,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$250,000 - $499,999",Bachelor's degree or higher,85,75+,"White, Non-Hispanic",Male,"$100,000 to $149,999",Not working,Now married,2,0,Excellent,,Much worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2096,1.1553,No,,,,,,,,No,No,Yes,No,No,No,No,No,More than your income,,Bachelor's degree or higher,49,45-54,"Other, Non-Hispanic",Female,"$50,000 to $74,999",Working full-time,Never married,1,0,,,Somewhat worse off,Somewhat confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2097,0.6883,No,,,,,,,,No,Yes,No,No,No,No,No,No,Less than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),69,65-74,"White, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Divorced,2,0,Excellent,,About the same,Very confident,Most or all of the time,No,,,,No,No,No,,,,,,,,,2022
2098,0.8982,No,,,,,,,,No,No,Yes,No,Yes,No,Yes,No,Less than your income,Not sure,High school graduate (high school diploma or the equivalent GED),43,35-44,"White, Non-Hispanic",Male,"$10,000 to $24,999",Not working,Never married,1,0,Good,,About the same,Don’t know,,No,,,,,,,,,,,,,,,2022
2099,0.8218,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Some college or Associate's degree,74,65-74,Hispanic,Female,"$50,000 to $74,999",Not working,Never married,1,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2100,1.3503,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$1,000,000 or more",Bachelor's degree or higher,61,55-64,"Other, Non-Hispanic",Female,"$150,000 or more",Working part-time,Now married,4,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2101,0.8513,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$500,000 - $999,999",High school graduate (high school diploma or the equivalent GED),68,65-74,"White, Non-Hispanic",Female,"$75,000 to $99,999",Not working,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2102,0.6467,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$1,000,000 or more",Bachelor's degree or higher,87,75+,"White, Non-Hispanic",Male,"$150,000 or more",Not working,Divorced,3,1,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2103,0.7436,No,,,,,,,,No,No,Yes,No,No,No,No,No,More than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),77,75+,"White, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Now married,2,0,,,Somewhat worse off,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
2104,1.1033,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$250,000 - $499,999",Some college or Associate's degree,43,35-44,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,4,2,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,2,No,No,,,,,,,,,,,,2022
2105,0.8097,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,,High school graduate (high school diploma or the equivalent GED),86,75+,"White, Non-Hispanic",Male,"$25,000 to $49,999",Not working,Now married,2,0,Good,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2106,0.6913,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"$100,000 - $249,999",Bachelor's degree or higher,39,35-44,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,4,2,Excellent,,Somewhat worse off,Very confident,Some of the time,Yes,2,No,Yes,,,,,,,,,,,,2022
2107,0.9057,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,,Some college or Associate's degree,46,45-54,Hispanic,Female,"$25,000 to $49,999",Working full-time,Never married,2,0,,No,About the same,Somewhat confident,Most or all of the time,Yes,,,,Yes,No,No,,,,,,,,,2022
2108,0.8505,No,,,,,,,,No,No,No,No,Yes,No,No,No,Less than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),69,65-74,"White, Non-Hispanic",Female,"$50,000 to $74,999",Working full-time,Divorced,2,0,Good,,About the same,Not confident,Most or all of the time,No,,,,,,,,,,,,,,,2022
2109,1.397,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Bachelor's degree or higher,33,25-34,"White, Non-Hispanic",Female,"$150,000 or more",Working full-time,Now married,2,0,Excellent,No,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2110,0.8197,No,,,,,,,,No,No,No,No,Yes,No,Yes,No,More than your income,"Under $50,000",Bachelor's degree or higher,24,18-24,"White, Non-Hispanic",Male,"$75,000 to $99,999",Working part-time,Never married,3,0,Good,,Somewhat worse off,Somewhat confident,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,,,,,,2022
2111,0.608,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Some college or Associate's degree,84,75+,"White, Non-Hispanic",Male,"$75,000 to $99,999",Not working,Widowed,4,1,Good,,About the same,Very confident,Once,No,,,,,,,,,,,,,,,2022
2112,1.2689,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,,Bachelor's degree or higher,58,55-64,"White, Non-Hispanic",Female,"$150,000 or more",Not working,Now married,2,0,,,Somewhat worse off,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
2113,0.4642,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,The same as your income,"$50,000 - $99,999",Bachelor's degree or higher,68,65-74,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working part-time,Now married,2,0,Good,,Somewhat worse off,Somewhat confident,Most or all of the time,Yes,,,,,,,,,,,,,,,2022
2114,0.9248,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Bachelor's degree or higher,52,45-54,"White, Non-Hispanic",Female,"$100,000 to $149,999",Working full-time,Now married,4,0,Excellent,,About the same,Very confident,Some of the time,Yes,,,,No,No,No,,,,,,,,,2022
2115,0.6338,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,,Bachelor's degree or higher,60,55-64,Hispanic,Male,"$150,000 or more",Working full-time,Now married,4,0,,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2022
2116,1.094,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,,Bachelor's degree or higher,35,35-44,"White, Non-Hispanic",Female,"$100,000 to $149,999",Working part-time,Now married,4,2,,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,2,No,No,,,,,,,,,,,,2022
2117,0.198,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Bachelor's degree or higher,61,55-64,"2+ Races, Non-Hispanic",Female,"$75,000 to $99,999",Not working,Divorced,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2022
2118,0.7565,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$50,000 - $99,999",Some college or Associate's degree,63,55-64,"White, Non-Hispanic",Female,"$75,000 to $99,999",Working full-time,Divorced,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2022
2119,1.7446,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,Not sure,Some college or Associate's degree,30,25-34,"Other, Non-Hispanic",Male,"$75,000 to $99,999",Working part-time,Never married,3,0,Excellent,,About the same,Don’t know,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2120,0.7741,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"Under $50,000",Some college or Associate's degree,54,45-54,"Black, Non-Hispanic",Male,"$25,000 to $49,999",Working full-time,Never married,1,0,Good,,Somewhat better off,Very confident,Most or all of the time,Yes,,,,No,No,No,,,,,,,,,2022
2121,1.4041,No,,,,,,,,Yes,Yes,No,No,Yes,No,No,Yes,The same as your income,"$50,000 - $99,999",Some college or Associate's degree,39,35-44,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Never married,2,0,Good,,Much better off,Somewhat confident,Some of the time,No,,,,Yes,Yes,Yes,,,,,,,,,2022
2122,0.6249,No,,,,,,,,Yes,Yes,No,No,No,No,No,No,The same as your income,,Bachelor's degree or higher,68,65-74,"Black, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Never married,1,0,,,About the same,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
2123,2.0339,No,,,,,,,,Yes,No,No,No,No,No,No,No,More than your income,"$50,000 - $99,999",Bachelor's degree or higher,39,35-44,"Other, Non-Hispanic",Female,"$150,000 or more",Working full-time,Now married,4,2,Excellent,,About the same,Very confident,Some of the time,Yes,2,No,No,,,,,,,,,,,,2022
2124,1.4966,No,,,,,,,,No,No,No,No,Yes,No,No,No,Less than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),27,25-34,"White, Non-Hispanic",Male,"$10,000 to $24,999",Not working,Never married,2,0,Fair,,About the same,Somewhat confident,,No,,,,,,,,,,,,,,,2022
2125,0.8429,No,,,,,,,,No,Yes,No,No,No,No,Yes,No,More than your income,"Under $50,000",Some college or Associate's degree,49,45-54,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,5,1,Fair,,About the same,Very confident,Most or all of the time,No,1,No,No,No,No,No,,,,,,,,,2022
